תיק כפול,תיק מקורי,מצב תיק מקורי בנמלה,כתובת,פסק דין?,בג"ץ?,דחיה על הסף?,פעולה שיש לבצע
7/2014,8912/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\120\089\m01&fileName=13089120_m01.txt&type=2,כן,,,הוספה לנמלה
5559/2011,2010/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\100\020\e16&fileName=11020100_e16.txt&type=2,כן,כן,,הוספה לנמלה
6595/2015,5657/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\570\056\t13&fileName=15056570_t13.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2231/2017,2082/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\820\020\t03&fileName=17020820_t03.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
5993/2014,5850/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\500\058\t05&fileName=14058500_t05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5964/2014,5850/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\500\058\t05&fileName=14058500_t05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5999/2014,5850/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\500\058\t05&fileName=14058500_t05.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
3492/2015,4793/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\930\047\k10&fileName=14047930_k10.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
3055/2011,2688/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\880\026\e07&fileName=11026880_e07.txt&type=2,כן,,,הוספה לנמלה
5097/2017,106/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,כן,,,הוספה לנמלה
1161/2017,106/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,כן,,,הוספה לנמלה
5127/2017,106/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,כן,,,הוספה לנמלה
1094/2017,106/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,כן,,,הוספה לנמלה
951/2017,106/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,כן,,,הוספה לנמלה
4994/2017,106/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\060\001\e19&fileName=17001060.E19&type=2,כן,,,הוספה לנמלה
5934/2014,5436/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\360\054\t10&fileName=14054360_t10.txt&type=2,כן,,,הוספה לנמלה
6404/2013,201/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\010\002\l11&fileName=13002010_l11.txt&type=2,כן,,,הוספה לנמלה
2340/2013,201/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\010\002\l11&fileName=13002010_l11.txt&type=2,כן,,,הוספה לנמלה
6927/2014,8609/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\090\086\e10&fileName=13086090_e10.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
70/2014,8342/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\420\083\t10&fileName=13083420_t10.txt&type=2,כן,,,הוספה לנמלה
8452/2008,1499/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\990\014\v08&fileName=10014990_v08.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
4624/2015,8080/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\800\080\h43&fileName=12080800_h43.txt&type=2,כן,,,הוספה לנמלה
4544/2015,3965/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\650\039\h29&fileName=15039650_h29.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
4595/2015,3965/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\650\039\h29&fileName=15039650_h29.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
8590/2010,4400/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\000\044\c13&fileName=10044000_c13.txt&type=2,כן,כן,,הוספה לנמלה
7242/2015,7279/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\420\072\m08&fileName=15072420.M08&type=2,כן,,,הוספה לנמלה
6375/2012,6272/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\720\062\c05&fileName=12062720_c05.txt&type=2,כן,,,הוספה לנמלה
7223/2013,7219/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\190\072\l14&fileName=13072190_l14.txt&type=2,כן,,,הוספה לנמלה
8617/2014,8464/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\640\084\t14&fileName=14084640_t14.txt&type=2,כן,,,הוספה לנמלה
8321/2012,7961/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\610\079\s09&fileName=12079610_s09.txt&type=2,כן,,,הוספה לנמלה
8085/2012,7961/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\610\079\s09&fileName=12079610_s09.txt&type=2,כן,,,הוספה לנמלה
738/2012,7716/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\160\077\e20&fileName=11077160_e20.txt&type=2,כן,כן,,הוספה לנמלה
3209/2013,2661/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\610\026\h06&fileName=13026610_h06.txt&type=2,כן,,,הוספה לנמלה
3381/2013,2661/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\610\026\h06&fileName=13026610_h06.txt&type=2,כן,,,הוספה לנמלה
285/2017,4466/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\660\044\w35&fileName=16044660.W35&type=2,כן,כן,,הוספה לנמלה
8503/2016,4466/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\660\044\w35&fileName=16044660.W35&type=2,כן,כן,,הוספה לנמלה
6524/2017,4466/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\660\044\w35&fileName=16044660.W35&type=2,כן,כן,,הוספה לנמלה
3066/2011,2628/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\280\026\c09&fileName=11026280_c09.txt&type=2,כן,,,הוספה לנמלה
3018/2011,2628/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\280\026\c09&fileName=11026280_c09.txt&type=2,כן,,,הוספה לנמלה
6701/2011,6699/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\990\066\h07&fileName=11066990_h07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
9699/2010,9392/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\920\093\z07&fileName=10093920_z07.txt&type=2,כן,,,הוספה לנמלה
5938/2016,6410/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\380\059\e04&fileName=16059380.E04&type=2,כן,,,הוספה לנמלה
3703/2013,3613/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\130\036\v10&fileName=13036130_v10.txt&type=2,כן,,,הוספה לנמלה
4190/2016,3001/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\010\030\o03&fileName=16030010_o03.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
409/2015,181/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\810\001\t07&fileName=15001810_t07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
6471/2012,5535/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\350\055\w05&fileName=12055350_w05.txt&type=2,כן,,,הוספה לנמלה
7889/2016,7888/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\880\078\v02&fileName=16078880_v02.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
7184/2011,1347/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\470\013\h06&fileName=11013470_h06.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2194/2010,2193/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\930\021\p18&fileName=10021930_p18.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
2195/2010,2193/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\930\021\p18&fileName=10021930_p18.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
2575/2010,2193/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\930\021\p18&fileName=10021930_p18.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
2574/2010,2193/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\930\021\p18&fileName=10021930_p18.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
6137/2015,5950/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\500\059\i47&fileName=15059500.I47&type=2,,כן,,העתקת  קידוד מהתיק המקורי
6171/2012,5719/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\190\057\l05&fileName=12057190_l05.txt&type=2,כן,,,הוספה לנמלה
633/2014,5953/2013,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\530\059\w07&fileName=13059530_w07.txt&type=2,כן,,,הוספה לנמלה
7718/2011,7113/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\130\071\e08&fileName=11071130_e08.txt&type=2,כן,,,הוספה לנמלה
3417/2017,3062/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\620\030\v03&fileName=17030620_v03.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2321/2016,958/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\580\009\t04&fileName=16009580_t04.txt&type=2,כן,,,הוספה לנמלה
9135/2015,9111/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\110\091\e13&fileName=15091110.E13&type=2,כן,,,הוספה לנמלה
804/2012,2300/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\000\023\s58&fileName=11023000_s58.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
955/2017,4344/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\440\043\t11&fileName=16043440_t11.txt&type=2,כן,כן,,הוספה לנמלה
7828/2016,4344/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\440\043\t11&fileName=16043440_t11.txt&type=2,כן,כן,,הוספה לנמלה
782/2017,4344/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\440\043\t11&fileName=16043440_t11.txt&type=2,כן,כן,,הוספה לנמלה
9061/2016,4344/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\440\043\t11&fileName=16043440_t11.txt&type=2,כן,כן,,הוספה לנמלה
6612/2012,6555/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\550\065\b03&fileName=12065550_b03.txt&type=2,כן,,,הוספה לנמלה
2890/2016,2853/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\530\028\g08&fileName=16028530.g08&type=2,כן,,,הוספה לנמלה
462/2014,448/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\480\004\l02&fileName=14004480_l02.txt&type=2,כן,,,הוספה לנמלה
5431/2011,5255/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\550\052\m05&fileName=11052550_m05.txt&type=2,כן,,,הוספה לנמלה
6316/2014,4154/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\540\041\v13&fileName=14041540_v13.txt&type=2,כן,,,הוספה לנמלה
7027/2012,5672/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\720\056\s24&fileName=11056720_s24.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5280/2015,5148/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\480\051\z08&fileName=15051480_z08.txt&type=2,כן,כן,,הוספה לנמלה
7314/2014,7253/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\530\072\e07&fileName=14072530_e07.txt&type=2,כן,,,הוספה לנמלה
7506/2012,9071/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\710\090\t14&fileName=11090710_t14.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
2085/2012,2050/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\500\020\t08&fileName=12020500_t08.txt&type=2,,כן,,העתקת  קידוד מהתיק המקורי
29/2012,9612/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\120\096\c25&fileName=11096120_c25.txt&type=2,כן,,,הוספה לנמלה
6865/2016,6032/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\320\060\z05&fileName=16060320_z05.txt&type=2,כן,,,הוספה לנמלה
7589/2012,1201/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\010\012\z15&fileName=12012010_z15.txt&type=2,כן,,,הוספה לנמלה
349/2015,347/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\470\003\l19&fileName=15003470_l19.txt&type=2,כן,,,הוספה לנמלה
5844/2015,5839/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\390\058\t04&fileName=15058390_t04.txt&type=2,כן,כן,,הוספה לנמלה
5927/2012,5926/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\260\059\k04&fileName=12059260_k04.txt&type=2,כן,כן,כן,העתקת  קידוד מהתיק המקורי
3539/2011,9498/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\980\094\k05&fileName=10094980_k05.txt&type=2,כן,,,הוספה לנמלה
2015/2015,3760/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\600\037\t04&fileName=15037600_t04.txt&type=2,כן,,,הוספה לנמלה
2997/2011,7093/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\930\070\h10&fileName=10070930_h10.txt&type=2,כן,,,הוספה לנמלה
4299/2016,4298/2016,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\980\042\m07&fileName=16042980_m07.txt&type=2,כן,,,הוספה לנמלה
5380/2010,5227/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\270\052\c22&fileName=10052270_c22.txt&type=2,כן,,,הוספה לנמלה
6419/2010,5227/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\270\052\c22&fileName=10052270_c22.txt&type=2,כן,,,הוספה לנמלה
7225/2014,7006/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\060\070\t05&fileName=14070060_t05.txt&type=2,כן,,,הוספה לנמלה
7096/2014,7006/2014,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\060\070\t05&fileName=14070060_t05.txt&type=2,כן,,,הוספה לנמלה
4090/2015,3172/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\720\031\w06&fileName=15031720_w06.txt&type=2,כן,,,הוספה לנמלה
3563/2012,2463/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\630\024\o06&fileName=12024630_o06.txt&type=2,כן,,,הוספה לנמלה
5414/2016,637/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\018\m07&fileName=16018360.M07&type=2,כן,כן,,הוספה לנמלה
8352/2016,637/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\018\m07&fileName=16018360.M07&type=2,כן,כן,,הוספה לנמלה
1836/2016,637/2017,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\360\018\m07&fileName=16018360.M07&type=2,כן,כן,,הוספה לנמלה
3880/2010,8727/2010,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\270\087\v17&fileName=10087270_v17.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
9125/2011,9104/2011,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\040\091\t02&fileName=11091040_t02.txt&type=2,כן,,,הוספה לנמלה
3309/2015,3290/2015,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\900\032\h07&fileName=15032900_h07.txt&type=2,,,,העתקת  קידוד מהתיק המקורי
5551/2012,5111/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\051\l02&fileName=12051110_l02.txt&type=2,כן,,,הוספה לנמלה
5254/2012,5111/2012,קודד,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\051\l02&fileName=12051110_l02.txt&type=2,כן,,,הוספה לנמלה
