תיק כפול,תיק מקורי,כתובת,האם תוצאת התיקים ההמוזגים זהה? (כן- זהה. לא - לא זהה),"בג""ץ?",תיקים נוספים שאוחדו ונדחו,תיקים נוספים שאוחדו והתקבלו,*/# אם מדובר בריבוי תיקים
7193/2012,6502/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\020\065\v10&fileName=12065020_v10.txt&type=2,לא,,,,
8615/2010,3835/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\350\038\t33&fileName=10038350_t33.txt&type=2,לא,כן,,,
6755/2011,6507/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\070\065\v11&fileName=11065070_v11.txt&type=2,לא,,,,
2183/2015,2182/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\820\021\t08&fileName=15021820_t08.txt&type=2,לא,כן,,,
1760/2014,1568/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\680\015\l03&fileName=14015680_l03.txt&type=2,לא,,,,
4461/2010,4420/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\200\044\o03&fileName=10044200_o03.txt&type=2,לא,,"נדחים: 6270/10, 4461/10",מתקבלים: 4420/10,#
6270/2010,4420/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\200\044\o03&fileName=10044200_o03.txt&type=2,לא,,,,#
1638/2016,1631/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\310\016\12w&fileName=16016310_12w.txt&type=2,לא,כן,,,
5051/2010,4821/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\210\048\t12&fileName=10048210_t12.txt&type=2,לא,,,,
2260/2014,1877/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\770\018\c29&fileName=14018770.c29&type=2,לא,כן,נדחים: 2260/14,"מתקבלים: 1877/14, 1937/14, 8017/15",#
8017/2015,1877/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\770\018\c29&fileName=14018770.c29&type=2,לא,כן,,,#
1937/2014,1877/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\770\018\c29&fileName=14018770.c29&type=2,לא,כן,,,#
7307/2010,7221/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\210\072\o09&fileName=10072210_o09.txt&type=2,לא,,,,
4518/2011,4517/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\170\045\o01&fileName=11045170_o01.txt&type=2,לא,,,,
2898/2010,2842/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\420\028\h02&fileName=10028420_h02.txt&type=2,לא,,,,
8272/2013,7543/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\430\075\c05&fileName=13075430_c05.txt&type=2,לא,,"נדחים: 7543/13, 7545/13, 8234/13",מתקבלים: 8272/13,
8234/2013,7543/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\430\075\c05&fileName=13075430_c05.txt&type=2,לא,,,,
7545/2013,7543/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\430\075\c05&fileName=13075430_c05.txt&type=2,לא,,,,
7733/2014,7683/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\830\076\t04&fileName=14076830_t04.txt&type=2,לא,,,,
3393/2016,3437/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\930\033\k08&fileName=16033930.K08&type=2,לא,,,,
1376/2011,767/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\670\007\v08&fileName=11007670_v08.txt&type=2,לא,,,,
3707/2017,3710/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\440\031\z10&fileName=17031440.Z10&type=2,לא,,"נדחים: 3710/17, 3707/17",מתקבלים: 3144/17,*
3144/2017,3710/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\440\031\z10&fileName=17031440.Z10&type=2,לא,,,,*
8847/2012,8845/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\450\088\z12&fileName=12088450_z12.txt&type=2,לא,,,,
56/2016,49/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\490\000\c08&fileName=16000490_c08.txt&type=2,לא,,,,
1955/2015,1562/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\620\015\l20&fileName=15015620_l20.txt&type=2,לא,,,,
6219/2015,8715/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\000\c09&fileName=15000740.C09&type=2,לא,,"נדחים: 1346/15, 8715/15","מתקבלים: 6219/15, 74/15",*
74/2015,8715/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\000\c09&fileName=15000740.C09&type=2,לא,,,,*
1346/2015,8715/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\740\000\c09&fileName=15000740.C09&type=2,לא,,,,*
4871/2011,4450/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\044\s01&fileName=11044500_s01.txt&type=2,לא,,"נדחו: 4841/11, 4450/11",התקבלו: 4871/11,*
4841/2011,4450/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\044\s01&fileName=11044500_s01.txt&type=2,לא,,,,*
9929/2016,9700/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\000\097\m02&fileName=16097000_m02.txt&type=2,לא,,,,
5993/2013,5885/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\850\058\v13&fileName=13058850_v13.txt&type=2,לא,,,,
6459/2017,6856/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\590\064\m01&fileName=17064590.M01&type=2,לא,,"נדחו: 6870/17, 6856/17",התקבלו: 6459/17,#
6870/2017,6856/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\590\064\m01&fileName=17064590.M01&type=2,לא,,,,#
8749/2015,8547/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\470\085\o03&fileName=15085470_o03.txt&type=2,לא,,,,
3189/2013,2144/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\440\021\o15&fileName=13021440.O15&type=2,לא,,,,
4127/2015,4059/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\590\040\o08&fileName=15040590_o08.txt&type=2,לא,,,,
6806/2017,8159/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,לא,,"נדחו: 6904/17, 6806/17","התקבלו: 6674/17, 6741/17, 7740/17, 8159/17",#
6904/2017,8159/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,לא,,,,#
6674/2017,8159/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,לא,,,,#
6741/2017,8159/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,לא,,,,#
7740/2017,8159/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\740\066\z14&fileName=17066740.Z14&type=2,לא,,,,#
3834/2010,3953/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\530\039\i18&fileName=10039530_i18.txt&type=2,לא,,,,
5599/2013,8868/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\680\088\e04&fileName=12088680_e04.txt&type=2,לא,,"נדחו: 8868/12, 728/13",התקבלו: 5599/13,#
728/2013,8868/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\680\088\e04&fileName=12088680_e04.txt&type=2,לא,,,,#
8251/2011,8150/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\081\k23&fileName=11081500_k23.txt&type=2,לא,,,,
2130/2016,1405/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\050\014\b05&fileName=16014050_b05.txt&type=2,לא,,,,
4026/2013,3895/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\950\038\o11&fileName=13038950_o11.txt&type=2,לא,כן,,,
446/2017,307/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\070\003\t09&fileName=17003070_t09.txt&type=2,לא,,,,
3301/2010,3284/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\840\032\s03&fileName=10032840_s03.txt&type=2,לא,,,,
347/2012,9226/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\260\092\l10&fileName=11092260_l10.txt&type=2,לא,,,,
8653/2012,7883/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\830\078\z08&fileName=12078830_z08.txt&type=2,לא,,,,
5705/2016,5476/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\760\054\i02&fileName=16054760_i02.txt&type=2,לא,,,,
4773/2010,4720/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\200\047\m11&fileName=10047200_m11.txt&type=2,לא,,"נדחו: 4791/10, 4773/10",התקבלו: 4720/10 ,*
4791/2010,4720/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\200\047\m11&fileName=10047200_m11.txt&type=2,לא,,,,*
8530/2014,8463/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\630\084\z14&fileName=14084630_z14.txt&type=2,לא,,,,
4417/2015,3800/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\000\038\v05&fileName=15038000_v05.txt&type=2,לא,,,,
5590/2016,5668/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\900\055\j09&fileName=16055900.J09&type=2,לא,,"נדחו: 5648/16, 5590/16","מתקבלים: 5668/16, 5668/16 ",*
5648/2016,5668/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\900\055\j09&fileName=16055900.J09&type=2,לא,,,,*
5682/2016,5668/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\900\055\j09&fileName=16055900.J09&type=2,לא,,,,*
3187/2016,2098/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\980\020\a01&fileName=16020980_a01.txt&type=2,לא,,נדחה: 2831/16,"מתקבלים: 2098/16, 3187/16",#
2831/2016,2098/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\980\020\a01&fileName=16020980_a01.txt&type=2,לא,,,,#
2596/2011,2579/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\790\025\l27&fileName=11025790_l27.txt&type=2,לא,,,,
2189/2012,1919/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\190\019\w10&fileName=12019190_w10.txt&type=2,לא,,,,
3411/2013,2536/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\360\025\t08&fileName=14025360_t08.txt&type=2,לא,,,,
3720/2013,7774/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\740\077\w49&fileName=12077740_w49.txt&type=2,לא,,,,
8153/2016,2414/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\530\081\a08&fileName=16081530.A08&type=2,לא,,,,
4392/2015,3901/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\010\039\e10&fileName=15039010_e10.txt&type=2,לא,,,,
6488/2012,6409/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\090\064\h01&fileName=12064090_h01.txt&type=2,לא,,,,
1091/2012,1178/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\780\011\z06&fileName=12011780_z06.txt&type=2,לא,,,,
8753/2011,8250/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\500\082\h42&fileName=11082500_h42.txt&type=2,לא,,,,
2254/2015,5628/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\280\056\g07&fileName=14056280_g07.txt&type=2,לא,,,,
6336/2011,6263/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\630\062\o03&fileName=11062630_o03.txt&type=2,לא,,"נדחו: 6300/11, 6336/11",התקבלו: 6263/11,*
6300/2011,6263/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\630\062\o03&fileName=11062630_o03.txt&type=2,לא,,,,*
5970/2013,4024/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\240\040\l18&fileName=13040240_l18.txt&type=2,לא,,נדחו: 5280/13,"התקבלו: 4024/13, 5970/13",#
5280/2013,4024/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\240\040\l18&fileName=13040240_l18.txt&type=2,לא,,,,#
2224/2012,2139/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\390\021\k10&fileName=12021390_k10.txt&type=2,לא,,,,
7720/2014,7682/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\820\076\e08&fileName=14076820_e08.txt&type=2,לא,,,,
8332/2013,8274/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\740\082\a04&fileName=13082740_a04.txt&type=2,לא,,,,
3504/2014,3234/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\340\032\e08&fileName=14032340_e08.txt&type=2,לא,,,,
4958/2015,4981/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\580\049\e09&fileName=15049580.E09&type=2,לא,,,,
3106/2012,3011/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\110\030\w12&fileName=12030110_w12.txt&type=2,לא,,,,
8848/2012,7629/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\290\076\a10&fileName=12076290_a10.txt&type=2,לא,,,,
2825/2013,1900/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\000\019\t11&fileName=13019000_t11.txt&type=2,לא,,,,
7900/2010,7795/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\950\077\v22&fileName=10077950_v22.txt&type=2,לא,,,,
9352/2011,9312/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\120\093\c08&fileName=11093120_c08.txt&type=2,לא,,"נדחו: 9312/11, 9352/11","התקבלו: 9352/11, ",#
4784/2015,3295/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\950\032\v09&fileName=15032950_v09.txt&type=2,לא,,,,
7647/2014,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,"נדחו: 7777/14, 7647/14, 8495/14, 7680/14, 590/15, 572/15","התקבלו: 7621/14, 7647/14, 7647/14, 80/15",#
590/2015,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,,,#
7777/2014,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,,,#
80/2015,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,,,#
572/2015,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,,,#
7680/2014,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,,,#
8495/2014,7621/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\210\076\z14&fileName=14076210_z14.txt&type=2,לא,,,,#
8854/2010,8424/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\240\084\o04&fileName=10084240_o04.txt&type=2,לא,,,,
3/2010,370/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\030\000\t22&fileName=10000030.T22&type=2,לא,,,,
1059/2012,875/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\750\008\i07&fileName=12008750_i07.txt&type=2,לא,,"נדחו: 971/12 , 875/12",התקבלו: 1059/12,#
971/2012,875/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\750\008\i07&fileName=12008750_i07.txt&type=2,לא,,,,#
269/2015,227/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\270\002\a08&fileName=15002270_a08.txt&type=2,לא,,,,
1487/2017,1431/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\310\014\m05&fileName=17014310.M05&type=2,לא,,,,
10072/2016,9746/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\460\097\o05&fileName=16097460_o05.txt&type=2,לא,,,,
5135/2013,3506/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\035\a29&fileName=13035060_a29.txt&type=2,לא,,"נדחו: 3506/13, 3570/13, 4127/13, 5135/13",התקבלו: 3566/13,*
3570/2013,3506/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\035\a29&fileName=13035060_a29.txt&type=2,לא,,,,*
4127/2013,3506/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\035\a29&fileName=13035060_a29.txt&type=2,לא,,,,*
3566/2013,3506/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\060\035\a29&fileName=13035060_a29.txt&type=2,לא,,,,*
9096/2012,9074/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\740\090\i01&fileName=12090740_i01.txt&type=2,לא,,,,
4602/2016,4386/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\860\043\t20&fileName=16043860_t20.txt&type=2,לא,כן,"נמחקו: 4388/16, 4391/16","התקבלו:4602/16, 4386/16",*
4388/2016,4386/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\860\043\t20&fileName=16043860_t20.txt&type=2,לא,כן,,,*
4391/2016,4386/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\860\043\t20&fileName=16043860_t20.txt&type=2,לא,כן,,,*
4313/2016,3322/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\220\033\e15&fileName=16033220_e15.txt&type=2,לא,,,,
6930/2016,6162/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\620\061\i16&fileName=16061620.I16&type=2,לא,,"נדחו: 6554/16, 6162/16","התקבלו: 6930/16, 6825/16",*
6825/2016,6162/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\620\061\i16&fileName=16061620.I16&type=2,לא,,,,*
6554/2016,6162/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\620\061\i16&fileName=16061620.I16&type=2,לא,,,,*
7060/2013,5083/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\830\050\e19&fileName=13050830_e19.txt&type=2,לא,,נדחו: 3051/14,"התקבלו: 5083/13, 7060/13",#
3051/2014,5083/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\830\050\e19&fileName=13050830_e19.txt&type=2,לא,,,,#
6347/2011,6340/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\400\063\b01&fileName=11063400_b01.txt&type=2,לא,,"נדחו: 6340/11, 6347/11, 8075/11",התקבלו: 8054/11,
8054/2011,6340/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\400\063\b01&fileName=11063400_b01.txt&type=2,לא,,,,
8075/2011,6340/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\400\063\b01&fileName=11063400_b01.txt&type=2,לא,,,,
1774/2013,799/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\990\007\i06&fileName=13007990_i06.txt&type=2,לא,,,,
5485/2012,5468/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\680\054\a05&fileName=12054680_a05.txt&type=2,לא,,,,
7690/2011,7307/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\070\073\v07&fileName=11073070_v07.txt&type=2,לא,,,,
6171/2015,6041/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\410\060\w03&fileName=15060410_w03.txt&type=2,לא,,,,
5905/2010,4931/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\310\049\v07&fileName=10049310_v07.txt&type=2,לא,,,,
45/2014,8748/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\480\087\i06&fileName=13087480_i06.txt&type=2,לא,,,,
3599/2011,3578/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\780\035\i05&fileName=11035780_i05.txt&type=2,לא,,,,
105/2017,192/2017,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\17\050\001\a01&fileName=17001050.A01&type=2,לא,,,,
7538/2010,7156/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\560\071\v07&fileName=10071560_v07.txt&type=2,לא,,,,
906/2011,319/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\190\003\v01&fileName=11003190_v01.txt&type=2,לא,,,,
391/2011,318/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\180\003\v01&fileName=11003180_v01.txt&type=2,לא,,,,
4479/2015,4438/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\380\044\e15&fileName=15044380_e15.txt&type=2,לא,,,,
5832/2014,5718/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\180\057\t03&fileName=14057180_t03.txt&type=2,לא,,,,
6101/2011,6099/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\990\060\t03&fileName=11060990_t03.txt&type=2,לא,,,,
4259/2010,3958/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\580\039\o01&fileName=10039580_o01.txt&type=2,לא,,,,
4081/2010,3962/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\620\039\o02&fileName=10039620_o02.txt&type=2,לא,,,,
5894/2015,5335/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\350\053\i03&fileName=15053350_i03.txt&type=2,לא,,"נדחו: 5894/14, 5899/15, 6241/15",התקבלו: 5335/15,*
6241/2015,5335/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\350\053\i03&fileName=15053350_i03.txt&type=2,לא,,,,*
5899/2015,5335/2015,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\15\350\053\i03&fileName=15053350_i03.txt&type=2,לא,,,,*
8064/2013,8052/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\520\080\l05&fileName=13080520_l05.txt&type=2,לא,,,,
6528/2013,9669/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\690\096\s48&fileName=10096690_s48.txt&type=2,לא,כן,,,
7375/2011,7067/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\670\070\z05&fileName=11070670_z05.txt&type=2,לא,,,,
3871/2011,3401/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\010\034\n01&fileName=11034010_n01.txt&type=2,לא,,"נדחו: 3401/11, 34991//\ 3871/11",התקבלו: 3488/11,*
3499/2011,3401/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\010\034\n01&fileName=11034010_n01.txt&type=2,לא,,,,*
3488/2011,3401/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\010\034\n01&fileName=11034010_n01.txt&type=2,לא,,,,*
8319/2016,8749/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\490\087\m07&fileName=16087490_m07.txt&type=2,לא,,,,
8499/2010,8299/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\990\082\s17&fileName=10082990_s17.txt&type=2,לא,,,,
6667/2010,7441/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\410\074\e08&fileName=10074410_e08.txt&type=2,לא,,,,
7126/2013,6519/2013,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\13\190\065\e08&fileName=13065190_e08.txt&type=2,לא,,,,
6233/2010,6524/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\240\065\o02&fileName=10065240_o02.txt&type=2,לא,,,,
2315/2011,1411/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\110\014\z07&fileName=11014110_z07.txt&type=2,לא,,,,
5101/2012,4167/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\041\a05&fileName=12041670_a05.txt&type=2,לא,,"נדחו: 4168/12, 5101/12",התקבלו: 4167/12,*
4168/2012,4167/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\670\041\a05&fileName=12041670_a05.txt&type=2,לא,,,,*
5158/2012,5115/2012,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\12\150\051\t05&fileName=12051150_t05.txt&type=2,לא,,,,
2988/2010,2169/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\690\021\p06&fileName=10021690_p06.txt&type=2,לא,,,,
5750/2011,5746/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\460\057\k17&fileName=11057460_k17.txt&type=2,לא,,,,
9721/2010,9709/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\090\097\p12&fileName=10097090_p12.txt&type=2,לא,,,,
8693/2011,8684/2011,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\11\840\086\e12&fileName=11086840_e12.txt&type=2,לא,,,,
1829/2014,99/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\990\000\t04&fileName=14000990_t04.txt&type=2,לא,,"נדחו: 1899/14, 1829/14",התקבלו: 99/14,#
1899/2014,99/2014,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\14\990\000\t04&fileName=14000990_t04.txt&type=2,לא,,,,#
9754/2016,9648/2016,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\16\480\096\j05&fileName=16096480.J05&type=2,לא,,,,
1310/2011,8230/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\300\082\o02&fileName=10082300_o02.txt&type=2,לא,,,,
1839/2010,1796/2010,https://supremedecisions.court.gov.il/Home/Download?path=HebrewVerdicts\10\960\017\w19&fileName=10017960_w19.txt&type=2,לא,,,,
